DOH_Reg_Office,Fac_County,Fac_ID,Fac_Type,Fac_Name,Week_End_Report_Date,Week_End_Report_Count,Confirmed_In_Facility,Confirmed_Out_Of_Facility,Presumed_In_Facility
Metropolitan Area Regional Office - New York City,RICHMOND,001754,NH,VERRAZANO NURSING HOME,12/29/2020,1,1,0,0
Central New York Regional Office,SAINT LAWRENCE,000810,NH,UNITED HELPERS CANTON NURSING HOME,12/29/2020,2,2,1,0
Central New York Regional Office,SAINT LAWRENCE,000802,NH,UNITED HELPERS NURSING HOME,12/29/2020,2,2,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,006250,NH,ADIRA AT RIVERSIDE REHABILITATION AND NURSING,12/29/2020,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001087,NH,CEDAR MANOR NURSING & REHABILITATION CENTER,12/29/2020,3,0,4,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001041,NH,CORTLANDT HEALTHCARE,12/29/2020,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001093,NH,KING STREET HOME INC,12/29/2020,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,007605,NH,THE GROVE AT VALHALLA REHABILITATION AND NURSING CENTER,12/29/2020,2,1,1,0
Western Regional Office - Rochester,STEUBEN,000867,NH,CORNING CENTER FOR REHABILITATION AND HEALTHCARE,12/29/2020,1,0,1,0
Western Regional Office - Rochester,STEUBEN,004156,NH,IRA DAVENPORT MEMORIAL HOSPITAL SNF/HRF,12/29/2020,2,2,1,0
Metropolitan Area Regional Office - New York City,RICHMOND,001748,NH,EGER HEALTH CARE AND REHABILITATION CENTER,12/29/2020,5,4,1,0
Western Regional Office - Rochester,WAYNE,001038,NH,SODUS REHABILITATION & NURSING CENTER,12/29/2020,1,0,1,0
Western Regional Office - Rochester,SENECA,004286,NH,HUNTINGTON LIVING CENTER,12/29/2020,5,7,3,0
Western Regional Office - Rochester,SCHUYLER,000859,NH,SCHUYLER HOSPITAL INC AND LONG TERM CARE UNIT,12/29/2020,1,1,0,0
Capital District Regional Office,WARREN,001008,NH,WARREN CENTER FOR REHABILITATION AND NURSING,12/29/2020,1,0,1,0
Metropolitan Area Regional Office - New York City,RICHMOND,004823,NH,RICHMOND CENTER FOR REHABILITATION AND SPECIALTY HEALTHCARE,12/29/2020,1,1,1,0
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000797,NH,NORTHERN METROPOLITAN RESIDENTIAL HEALTH CARE FACILITY INC,12/29/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000941,NH,ACADIA CENTER FOR NURSING AND REHABILITATION,12/29/2020,2,1,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,006460,NH,AFFINITY SKILLED LIVING AND REHABILITATION CENTER,12/29/2020,3,2,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003423,NH,BELLHAVEN CENTER FOR REHABILITATION AND NURSING CARE,12/29/2020,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003307,NH,EAST NECK NURSING & REHABILITATION CENTER,12/29/2020,2,1,1,0
Metropolitan Area Regional Office - New Rochelle,ULSTER,001003,NH,HUDSON VALLEY REHABILITATION & EXTENDED CARE CENTER,12/29/2020,3,1,2,0
Metropolitan Area Regional Office - New Rochelle,ULSTER,001001,NH,NEW PALTZ CENTER FOR REHABILITATION AND NURSING,12/29/2020,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,006313,NH,JEFFERSON'S FERRY,12/29/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003421,NH,LONG ISLAND STATE VETERANS HOME,12/29/2020,5,4,3,0
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000784,NH,NORTHERN MANOR GERIATRIC CENTER INC,12/29/2020,2,1,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000934,NH,MOMENTUM AT SOUTH BAY FOR REHABILITATION AND NURSING,12/29/2020,1,2,0,0
Central New York Regional Office,TOMPKINS,000983,NH,BEECHTREE CENTER FOR REHABILITATION AND NURSING,12/29/2020,1,1,0,0
Central New York Regional Office,TOMPKINS,000982,NH,OAK HILL REHABILITATION AND NURSING CARE CENTER,12/29/2020,1,0,1,0
Western Regional Office - Buffalo,ERIE,007789,NH,CANTERBURY WOODS,12/29/2020,2,0,2,0
Western Regional Office - Buffalo,ERIE,000288,NH,BEECHWOOD HOMES,12/29/2020,1,2,1,0
Western Regional Office - Buffalo,ERIE,002956,NH,"AUTUMN VIEW HEALTH CARE FACILITY, LLC",12/29/2020,3,3,0,0
Western Regional Office - Buffalo,ERIE,003084,NH,"SAFIRE REHABILITATION OF SOUTHTOWNS, LLC",12/29/2020,2,2,0,0
Central New York Regional Office,MADISON,004494,NH,CROUSE COMMUNITY CENTER INC,12/29/2020,6,10,1,0
Western Regional Office - Buffalo,ERIE,003012,NH,BUFFALO CENTER FOR REHABILITATION AND NURSING,12/29/2020,1,1,0,0
Western Regional Office - Rochester,MONROE,000476,NH,ST ANNS COMMUNITY,12/29/2020,1,1,0,0
Capital District Regional Office,ALBANY,000022,NH,DAUGHTERS OF SARAH NURSING CENTER,12/29/2020,1,1,0,0
Central New York Regional Office,BROOME,000056,NH,"ABSOLUT CENTER FOR NURSING AND REHABILITATION AT ENDICOTT, LLC",12/29/2020,2,2,0,0
Central New York Regional Office,BROOME,000050,NH,"BRIDGEWATER CENTER FOR REHABILITATION & NURSING, LLC",12/29/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,KINGS,001405,NH,THE PHOENIX REHABILITATION AND NURSING CENTER,12/29/2020,2,1,1,0
Metropolitan Area Regional Office - New York City,KINGS,006248,NH,BUENA VIDA CONTINUING CARE & REHAB CENTER,12/29/2020,1,0,1,0
Metropolitan Area Regional Office - New York City,KINGS,007665,NH,LINDEN CENTER FOR NURSING AND REHABILITATION,12/29/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,KINGS,002539,NH,MENORAH HOME & HOSPITAL FOR AGED & INFIRM,12/29/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,KINGS,001398,NH,SHEEPSHEAD NURSING & REHABILITATION CENTER,12/29/2020,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,DUTCHESS,000203,NH,RENAISSANCE REHABILITATION AND NURSING CARE CENTER,12/29/2020,3,2,3,0
Capital District Regional Office,DELAWARE,000169,NH,ROBINSON TERRACE REHABILITATION AND NURSING CENTER,12/29/2020,2,2,0,0
Central New York Regional Office,CORTLAND,000161,NH,CROWN PARK REHABILITATION AND NURSING CENTER,12/29/2020,2,3,0,0
Central New York Regional Office,CORTLAND,000160,NH,CORTLAND PARK REHABILITATION AND NURSING CENTER,12/29/2020,4,5,0,0
Central New York Regional Office,JEFFERSON,009472,NH,"SAMARITAN SENIOR VILLAGE, INC.",12/29/2020,1,0,1,0
Central New York Regional Office,HERKIMER,000357,NH,THE GRAND REHABILITATION AND NURSING AT MOHAWK,12/29/2020,1,0,1,0
Central New York Regional Office,CHENANGO,000126,NH,CHASEHEALTH REHAB AND RESIDENTIAL CARE,12/29/2020,1,1,0,0
Central New York Regional Office,CHENANGO,000133,NH,NYS VETERANS HOME,12/29/2020,2,1,1,0
Western Regional Office - Buffalo,GENESEE,002974,NH,LEROY VILLAGE GREEN NURSING AND REHABILITATION CENTER,12/29/2020,2,3,2,0
Western Regional Office - Buffalo,GENESEE,005751,NH,WESTERN NEW YORK STATE VETERANS HOME,12/29/2020,5,6,1,0
Capital District Regional Office,FULTON,000335,NH,WELLS NURSING HOME INC,12/29/2020,2,1,1,0
Western Regional Office - Buffalo,ERIE,003295,NH,ELDERWOOD AT HAMBURG,12/29/2020,3,6,2,0
Western Regional Office - Rochester,CHEMUNG,000124,NH,ELCOR NURSING AND REHABILITATION CENTER,12/29/2020,4,5,1,0
Western Regional Office - Buffalo,ERIE,000269,NH,SCHOFIELD RESIDENCE,12/29/2020,2,4,0,0
Central New York Regional Office,CAYUGA,000092,NH,"THE COMMONS ON ST. ANTHONY, A SKILLED NURSING & SHORT TERM REHABILITATION COMMUNITY",12/29/2020,1,3,1,0
Western Regional Office - Buffalo,ERIE,004474,NH,ELDERWOOD AT CHEEKTOWAGA,12/29/2020,3,5,0,0
Western Regional Office - Buffalo,ERIE,000232,NH,ELDERWOOD AT AMHERST,12/29/2020,1,1,0,0
Western Regional Office - Buffalo,ERIE,007711,NH,GREENFIELD HEALTH & REHAB CENTER,12/29/2020,1,1,0,0
Western Regional Office - Buffalo,ERIE,003455,NH,"HARRIS HILL NURSING FACILITY, LLC",12/29/2020,4,4,2,0
Western Regional Office - Buffalo,ERIE,000299,NH,ELDERWOOD AT GRAND ISLAND,12/29/2020,2,2,0,0
Western Regional Office - Buffalo,ERIE,000272,NH,ELDERWOOD AT LANCASTER,12/29/2020,1,1,2,0
Western Regional Office - Buffalo,ERIE,000294,NH,GARDEN GATE HEALTH CARE FACILITY,12/29/2020,1,0,1,0
Western Regional Office - Buffalo,ERIE,000296,NH,BROTHERS OF MERCY NURSING & REHABILITATION CENTER,12/29/2020,1,2,0,0
Central New York Regional Office,ONEIDA,000606,NH,MASONIC CARE COMMUNITY OF NEW YORK,12/29/2020,2,1,1,0
Central New York Regional Office,ONEIDA,006057,NH,MVHS REHABILITATION AND NURSING CENTER,12/29/2020,2,2,0,0
Central New York Regional Office,ONEIDA,000609,NH,THE GRAND REHABILITATION AND NURSING AT UTICA,12/29/2020,1,1,0,0
Capital District Regional Office,RENSSELAER,004549,NH,EDDY HERITAGE HOUSE NURSING AND REHABILITATION CENTER,12/29/2020,1,0,1,0
Capital District Regional Office,RENSSELAER,007268,NH,EVERGREEN COMMONS REHABILITATION AND NURSING CENTER,12/29/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000546,NH,SANDS POINT CENTER FOR HEALTH AND REHABILITATION,12/29/2020,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,000559,NH,"EXCEL AT WOODBURY FOR REHABILITATION AND NURSING, LLC",12/29/2020,3,1,2,0
Western Regional Office - Rochester,MONROE,000431,NH,AARON MANOR REHABILITATION AND NURSING CENTER,12/29/2020,5,6,0,0
Western Regional Office - Rochester,MONROE,000459,NH,FAIRPORT BAPTIST HOMES,12/29/2020,1,1,0,0
Western Regional Office - Rochester,MONROE,000440,NH,MONROE COMMUNITY HOSPITAL,12/29/2020,1,0,1,0
Capital District Regional Office,MONTGOMERY,000488,NH,CAPSTONE CENTER FOR REHABILITATION AND NURSING,12/29/2020,1,2,0,0
Capital District Regional Office,MONTGOMERY,000483,NH,WILKINSON RESIDENTIAL HEALTH CARE FACILITY,12/29/2020,3,3,0,0
Western Regional Office - Rochester,MONROE,000481,NH,CREST MANOR LIVING AND REHABILITATION CENTER,12/29/2020,2,4,1,0
Western Regional Office - Rochester,MONROE,004808,NH,EDNA TINA WILSON LIVING CENTER,12/29/2020,2,2,0,0
Metropolitan Area Regional Office - New York City,QUEENS,001705,NH,DRY HARBOR NURSING HOME,12/29/2020,1,1,0,0
Western Regional Office - Rochester,MONROE,000479,NH,HILL HAVEN NURSING HOME,12/29/2020,6,11,1,0
Western Regional Office - Buffalo,NIAGARA,000568,NH,LOCKPORT REHAB & HEALTH CARE CENTER,12/29/2020,3,2,1,0
Central New York Regional Office,OSWEGO,000735,NH,ST LUKE RESIDENTIAL HEALTH CARE FACILITY INC,12/29/2020,3,4,0,0
Metropolitan Area Regional Office - New Rochelle,PUTNAM,000754,NH,PUTNAM NURSING & REHABILITATION CENTER,12/29/2020,1,0,1,0
Western Regional Office - Rochester,MONROE,000462,NH,MAPLEWOOD NURSING HOME INC,12/29/2020,1,2,0,0
Metropolitan Area Regional Office - New York City,NEW YORK,001569,NH,ISABELLA GERIATRIC CENTER INC,12/29/2020,2,0,2,0
Central New York Regional Office,OSWEGO,000732,NH,PONTIAC NURSING HOME,12/29/2020,3,3,0,0
Western Regional Office - Rochester,MONROE,000457,NH,WEDGEWOOD NURSING AND REHABILITATION CENTER,12/29/2020,1,1,0,0
Western Regional Office - Rochester,MONROE,000442,NH,ST JOHNS HEALTH CARE CORPORATION,12/29/2020,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,ORANGE,000696,NH,SAPPHIRE NURSING AT MEADOW HILL,12/29/2020,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,ORANGE,002533,NH,MIDDLETOWN PARK REHABILITATION & HEALTH CARE CENTER,12/29/2020,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,ORANGE,000702,NH,THE VALLEY VIEW CENTER FOR NURSING CARE AND REHABILITATION,12/29/2020,4,4,2,0
Western Regional Office - Rochester,MONROE,003392,NH,UNITY LIVING CENTER,12/29/2020,2,1,1,0
Western Regional Office - Rochester,MONROE,000434,NH,THE BROOK AT HIGH FALLS NURSING HOME AND REHABILITATION CENTER,12/29/2020,1,0,1,0
Western Regional Office - Rochester,ONTARIO,000677,NH,CLIFTON SPRINGS HOSPITAL AND CLINIC EXTENDED CARE,12/29/2020,1,0,1,0
Western Regional Office - Rochester,ONTARIO,000672,NH,LIVING CENTER AT GENEVA - NORTH,12/29/2020,2,1,1,0
Western Regional Office - Rochester,ONTARIO,000674,NH,LIVING CENTER AT GENEVA - SOUTH,12/29/2020,4,4,1,0
Western Regional Office - Rochester,ONTARIO,000681,NH,M.M. EWING CONTINUING CARE CENTER,12/29/2020,1,1,0,0
Western Regional Office - Rochester,MONROE,000464,NH,THE FRIENDLY HOME,12/29/2020,2,2,1,0
Western Regional Office - Rochester,MONROE,000448,NH,NEW ROC NURSING AND REHABILITATION CENTER,12/29/2020,2,1,1,0
Western Regional Office - Rochester,MONROE,005538,NH,THE HIGHLANDS AT BRIGHTON,12/29/2020,1,2,0,0
Central New York Regional Office,ONONDAGA,000655,NH,ST CAMILLUS RESIDENTIAL HEALTH CARE FACILITY,12/29/2020,6,4,4,0
Central New York Regional Office,ONONDAGA,003243,NH,ELDERWOOD AT LIVERPOOL,12/29/2020,3,3,2,0
Central New York Regional Office,ONONDAGA,004555,NH,IROQUOIS NURSING HOME INC,12/29/2020,6,21,0,0
Central New York Regional Office,ONONDAGA,000648,NH,LORETTO HEALTH AND REHABILITATION CENTER,12/29/2020,1,2,0,0
Capital District Regional Office,OTSEGO,000749,NH,COOPERSTOWN CENTER FOR REHABILITATION AND NURSING,12/29/2020,2,0,2,0
Central New York Regional Office,ONONDAGA,000650,NH,VAN DUYN CENTER FOR REHABILITATION AND NURSING,12/29/2020,4,5,0,0
Western Regional Office - Buffalo,NIAGARA,006528,NH,OUR LADY OF PEACE NURSING CARE RESIDENCE,12/29/2020,1,1,0,0
Western Regional Office - Rochester,MONROE,000449,NH,WESLEY GARDENS CORPORATION,12/29/2020,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,004089,NH,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHABILITATION,12/29/2020,2,1,1,0
Capital District Regional Office,MONTGOMERY,380-E-011,OACF,SARAH JANE SANFORD HOME,12/29/2020,1,0,1,0
Western Regional Office - Rochester,MONROE,370-E-198,OACF,WOODCREST COMMONS,12/29/2020,1,0,1,0
Western Regional Office - Rochester,MONROE,370-F-217,OACF,BROOKDALE PITTSFORD,12/29/2020,1,0,1,0
Capital District Regional Office,OTSEGO,570-E-002,OACF,CLARA WELCH THANKSGIVING HOME,12/29/2020,1,0,1,0
Capital District Regional Office,OTSEGO,570-F-053,OACF,ROBYNWOOD ASSISTED LIVING,12/29/2020,1,1,0,0
Central New York Regional Office,ONONDAGA,520-F-157,OACF,CAMILLUS RIDGE TERRACE,12/29/2020,1,0,1,0
Central New York Regional Office,ONONDAGA,520-S-121,OACF,BUCKLEY LANDING ENRICHED HOUSING SITE #6,12/29/2020,1,0,1,0
Central New York Regional Office,ONONDAGA,520-E-091,OACF,SEDGWICK HEIGHTS,12/29/2020,1,0,1,0
Western Regional Office - Rochester,MONROE,370-E-196,OACF,WESTWOOD COMMONS ADULT HOME,12/29/2020,2,0,2,0
Western Regional Office - Rochester,MONROE,370-F-226,OACF,CRIMSON RIDGE GARDENS,12/29/2020,1,0,1,0
Western Regional Office - Buffalo,ERIE,240-F-890,OACF,ELDERWOOD ASSISTED LIVING AT TONAWANDA,12/29/2020,2,0,2,0
Western Regional Office - Buffalo,ERIE,240-F-827,OACF,PEREGRINE'S LANDING AT ORCHARD PARK,12/29/2020,1,0,1,0
Western Regional Office - Buffalo,GENESEE,290-F-007,AL,GENESEE ADULT HOME,01/05/2021,2,0,2,0
Western Regional Office - Buffalo,CHAUTAUQUA,060-F-035,AL,FREWSBURG REST HOME,01/05/2021,2,1,1,0
Western Regional Office - Buffalo,ERIE,240-S-109,AL,PEREGRINE'S LANDING SENIOR COMMUNITY,01/05/2021,1,1,1,0
Western Regional Office - Buffalo,CHAUTAUQUA,060-F-040,AL,MEMORY GARDEN,01/05/2021,1,0,1,0
Central New York Regional Office,BROOME,030-E-008,AL,HILLTOP MANOR WEST,01/05/2021,1,0,1,0
Western Regional Office - Buffalo,ERIE,240-E-013,AL,GREENFIELD TERRACE,01/05/2021,1,0,1,0
Central New York Regional Office,ONEIDA,510-F-059,AL,THE TERRACE AT WOODLAND,01/05/2021,3,0,3,0
Western Regional Office - Rochester,MONROE,370-F-254,AL,LEGACY AT MAIDEN PARK,01/05/2021,1,0,1,0
Western Regional Office - Rochester,MONROE,370-F-230,AL,GRANDE'VILLE SENIOR LIVING COMMUNITY,01/05/2021,1,1,0,0
Western Regional Office - Rochester,MONROE,370-F-229,AL,RAINIER GROVE AT CHERRY RIDGE,01/05/2021,1,0,1,0
Central New York Regional Office,ONONDAGA,520-F-143,AL,KEEPSAKE VILLAGE AT GREENPOINT,01/05/2021,1,0,1,0
Central New York Regional Office,ONONDAGA,520-E-093,AL,MCHARRIE POINTE,01/05/2021,1,0,1,0
Western Regional Office - Rochester,MONROE,370-F-220,AL,HEATHER HEIGHTS OF PITTSFORD,01/05/2021,4,0,4,0
Western Regional Office - Rochester,MONROE,370-E-022,AL,ROCHESTER PRESBYTERIAN HOME,01/05/2021,1,0,0,1
Metropolitan Area Regional Office - Long Island,SUFFOLK,700-F-919,AL,BRANDYWINE SENIOR LIVING AT HUNTINGTON TERRACE,01/05/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,700-F-924,AL,SUNRISE OF WEST BABYLON,01/05/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,700-S-311,AL,THE BRISTAL AT LAKE GROVE,01/05/2021,1,0,1,0
Capital District Regional Office,SARATOGA,640-E-040,AL,HOME OF THE GOOD SHEPHERD MOREAU,01/05/2021,2,1,1,0
Central New York Regional Office,TOMPKINS,000983,NH,BEECHTREE CENTER FOR REHABILITATION AND NURSING,01/05/2021,2,1,1,0
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000787,NH,"FRIEDWALD CENTER FOR REHABILITATION AND NURSING, LLC",01/05/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000784,NH,NORTHERN MANOR GERIATRIC CENTER INC,01/05/2021,1,1,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000941,NH,ACADIA CENTER FOR NURSING AND REHABILITATION,01/05/2021,2,2,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,006460,NH,AFFINITY SKILLED LIVING AND REHABILITATION CENTER,01/05/2021,3,3,0,0
Capital District Regional Office,SCHENECTADY,000846,NH,GLENDALE HOME-SCHDY CNTY DEPT SOCIAL SERVICES,01/05/2021,2,2,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003423,NH,BELLHAVEN CENTER FOR REHABILITATION AND NURSING CARE,01/05/2021,3,2,3,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003928,NH,"BROOKHAVEN HEALTH CARE FACILITY, LLC",01/05/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000949,NH,BROOKSIDE MULTICARE NURSING CENTER,01/05/2021,1,1,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003307,NH,EAST NECK NURSING & REHABILITATION CENTER,01/05/2021,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003989,NH,GURWIN JEWISH NURSING AND REHABILITATION CENTER,01/05/2021,1,1,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,007786,NH,HUNTINGTON HILLS CENTER FOR HEALTH AND REHABILITATION,01/05/2021,1,0,2,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003421,NH,LONG ISLAND STATE VETERANS HOME,01/05/2021,3,2,2,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000888,NH,SUFFOLK CENTER FOR REHABILITATION AND NURSING,01/05/2021,1,0,1,0
Capital District Regional Office,SCHENECTADY,000839,NH,SCHENECTADY CENTER FOR REHABILITATION AND NURSING,01/05/2021,2,1,1,0
Capital District Regional Office,SARATOGA,000822,NH,WESLEY HEALTH CARE CENTER INC,01/05/2021,2,3,1,0
Western Regional Office - Buffalo,WYOMING,001156,NH,EAST SIDE NURSING HOME,01/05/2021,6,5,1,0
Western Regional Office - Rochester,YATES,001162,NH,PENN YAN MANOR NURSING HOME INC,01/05/2021,2,2,0,0
Metropolitan Area Regional Office - New York City,RICHMOND,001748,NH,EGER HEALTH CARE AND REHABILITATION CENTER,01/05/2021,2,2,0,0
Central New York Regional Office,SAINT LAWRENCE,000810,NH,UNITED HELPERS CANTON NURSING HOME,01/05/2021,4,3,1,0
Central New York Regional Office,SAINT LAWRENCE,000802,NH,UNITED HELPERS NURSING HOME,01/05/2021,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,007278,NH,BETHEL NURSING & REHABILITATION CENTER,01/05/2021,2,1,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001087,NH,CEDAR MANOR NURSING & REHABILITATION CENTER,01/05/2021,2,0,3,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001120,NH,"SKY VIEW REHABILITATION AND HEALTH CARE CENTER, LLC",01/05/2021,2,0,2,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001125,NH,ST CABRINI NURSING HOME,01/05/2021,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001134,NH,THE OSBORN,01/05/2021,1,1,0,0
Western Regional Office - Rochester,WAYNE,001031,NH,NEWARK MANOR NURSING HOME INC,01/05/2021,1,1,0,0
Western Regional Office - Rochester,WAYNE,001034,NH,WAYNE COUNTY NURSING HOME,01/05/2021,1,1,0,0
Western Regional Office - Rochester,SENECA,004286,NH,HUNTINGTON LIVING CENTER,01/05/2021,4,4,4,0
Capital District Regional Office,WASHINGTON,001022,NH,GRANVILLE CENTER FOR REHABILITATION AND NURSING,01/05/2021,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,ULSTER,000998,NH,GOLDEN HILL NURSING AND REHABILITATION CENTER,01/05/2021,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,ULSTER,001003,NH,HUDSON VALLEY REHABILITATION & EXTENDED CARE CENTER,01/05/2021,1,0,2,0
Western Regional Office - Rochester,MONROE,000431,NH,AARON MANOR REHABILITATION AND NURSING CENTER,01/05/2021,2,2,0,0
Central New York Regional Office,ONEIDA,000604,NH,KATHERINE LUTHER RESIDENTIAL HEALTH CARE AND REHABILITATION CENTER,01/05/2021,3,3,0,0
Central New York Regional Office,ONEIDA,000606,NH,MASONIC CARE COMMUNITY OF NEW YORK,01/05/2021,1,1,0,0
Central New York Regional Office,ONEIDA,006057,NH,MVHS REHABILITATION AND NURSING CENTER,01/05/2021,1,2,0,0
Central New York Regional Office,ONEIDA,000609,NH,THE GRAND REHABILITATION AND NURSING AT UTICA,01/05/2021,5,6,1,0
Capital District Regional Office,RENSSELAER,003293,NH,EDDY MEMORIAL GERIATRIC CENTER,01/05/2021,1,1,0,0
Capital District Regional Office,RENSSELAER,000767,NH,RIVERSIDE CENTER FOR REHABILITATION AND NURSING,01/05/2021,1,0,3,0
Metropolitan Area Regional Office - Long Island,NASSAU,000559,NH,"EXCEL AT WOODBURY FOR REHABILITATION AND NURSING, LLC",01/05/2021,2,1,1,0
Western Regional Office - Buffalo,NIAGARA,000568,NH,LOCKPORT REHAB & HEALTH CARE CENTER,01/05/2021,5,7,0,0
Western Regional Office - Rochester,MONROE,000437,NH,"THE SHORE WINDS, LLC",01/05/2021,2,2,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000516,NH,THE GRAND PAVILION FOR REHAB & NURSING AT ROCKVILLE CENTRE,01/05/2021,1,1,0,0
Western Regional Office - Rochester,MONROE,000444,NH,CHURCH HOME OF THE PROTESTANT EPISCOPAL CHURCH,01/05/2021,5,6,1,0
Capital District Regional Office,MONTGOMERY,000483,NH,WILKINSON RESIDENTIAL HEALTH CARE FACILITY,01/05/2021,3,3,0,0
Capital District Regional Office,MONTGOMERY,000488,NH,CAPSTONE CENTER FOR REHABILITATION AND NURSING,01/05/2021,5,9,0,0
Capital District Regional Office,MONTGOMERY,000489,NH,PALATINE NURSING HOME,01/05/2021,2,0,2,0
